IC4	-2.00	11.00	0.00	DRV2605YZFR_DRV2605YZFR	DRV2605YZFR_BGA9C50P3X3_144X144X62
J1	-13.70	0.00	270.00	503480-2400	5034802400
J2	16.40	12.39	0.00	TC2030-IDC_TC2030-IDC	TC2030-IDC_TC2030IDC
J3	12.40	-2.52	0.00	503480-2400	503480-2400_5034802400
J4	0.00	13.84	180.00	KH-TYPE-C-16P	KINGHELM_KH-TYPE-C-16P
J5	-17.30	12.00	0.00	KH-TYPE-C-16P	KH-TYPE-C-16P_KINGHELM_KH-TYPE-C-16P
L1	16.50	8.50	0.00	3.9nH	MLP2016SR47MT0S1_INDC2016X100N
L2	-4.00	11.00	0.00	10µH	MLP2016SR47MT0S1_INDC2016X100N
L3	16.00	10.00	90.00	15nH	MLP2016SR47MT0S1_INDC2016X100N
L5	-8.00	-11.50	0.00	68uH	MLP2016SR47MT0S1_INDC2016X100N
L7	-3.50	-9.50	0.00	MLP2016SR47MT0S1_FTC252012SR47MBCA	MLP2016SR47MT0S1_INDC2016X100N
Q1	5.00	-9.95	0.00	20V/4.2A/52mΩ/1.4W	ESP32_C6_LIBRARY_4_ESP32_C6_LIBRARY_4_ESP32_C6_LIBRARY_4_ESP32_C6_LIBRARY_4_ESP32_WROVER_SPARKFUN-DISCRETESEMI_SOT23-3
Q3	-8.00	-9.00	0.00	SI1308EDL-T1-GE3	ESP32_C6_LIBRARY_6_SOT65P210X110-3N
R17	-5.00	9.50	0.00	3K3	CPF0201D7K68C1_0201
R18	-5.00	5.00	0.00	3K3	CPF0201D7K68C1_0201
R1_EP_DR	-7.00	-13.50	0.00	0.47	CPF0201D7K68C1_0201
R1_USB	2.00	14.50	90.00	5K1	ERA-1AEB3401C_0201
R2	-0.50	-4.50	0.00	0	CPF0201D7K68C1_0201
R2_EP_DR	-5.50	-14.50	0.00	10K	CPF0201D7K68C1_0201
R2_USB	-2.00	14.50	90.00	5K1	ERA-1AEB3401C_0201
R3	0.50	-4.50	0.00	0	CPF0201D7K68C1_0201
R4	1.50	-4.50	0.00	0	CPF0201D7K68C1_0201
R5	12.50	-11.00	0.00	10k	CPF0201D7K68C1_0201
R7	1.50	-11.00	0.00	10k	CPF0201D7K68C1_0201
R8	-1.50	-11.00	0.00	10k	CPF0201D7K68C1_0201
R9	-8.00	9.50	0.00	10K	CPF0201D7K68C1_0201
R_PWR_EPD	-9.00	-13.50	0.00	10K	CPF0201D7K68C1_0201
R_TYPE_SEL	-10.50	-13.50	0.00	2.2	CPF0201D7K68C1_0201
SJ1	-8.50	-14.50	0.00	OPEN	ESP32_C6_LIBRARY_7_JUMPER_SJ
SW2	11.00	-14.13	180.00	EVP-AKE31ASW_EVP-AKE31A_PAN	SW_EVP-AKE31A_PAN
SW3	0.00	-14.28	180.00	EVP-AKE31ASW_EVP-AKE31A_PAN	SW_EVP-AKE31A_PAN
SW4	-11.00	-14.13	180.00	EVP-AKE31ASW_EVP-AKE31A_PAN	SW_EVP-AKE31A_PAN
SW_DN	-11.00	-14.13	180.00	2025-10-22_07-23-44_LIBRARY_EVP-AKE31ASW_EVP-AKE31A_PAN	2025-10-22_07-23-44_LIBRARY_SW_EVP-AKE31A_PAN
SW_ENT	0.00	-14.28	180.00	2025-10-22_07-23-44_LIBRARY_EVP-AKE31ASW_EVP-AKE31A_PAN	2025-10-22_07-23-44_LIBRARY_SW_EVP-AKE31A_PAN
SW_UP	11.00	-14.13	180.00	2025-10-22_07-23-44_LIBRARY_EVP-AKE31ASW_EVP-AKE31A_PAN	2025-10-22_07-23-44_LIBRARY_SW_EVP-AKE31A_PAN
TP_3.3V	15.00	-10.00	0.00	HECTOR_WATCH_1_TPTP20R	HECTOR_WATCH_1_TP20R
TP_3V3	15.00	-7.00	0.00	HECTOR_WATCH_1_TPTP20R	HECTOR_WATCH_1_TP20R
TP_BAT_GND	-16.50	15.21	0.00	HECTOR_WATCH_1_TPTP20R	HECTOR_WATCH_1_TP20R
TP_GND	-11.71	15.19	0.00	HECTOR_WATCH_1_TPTP20R	HECTOR_WATCH_1_TP20R
TP_RESET	18.00	-8.50	0.00	HECTOR_WATCH_1_TPTP20R	HECTOR_WATCH_1_TP20R
TP_SCL	17.00	-7.00	0.00	HECTOR_WATCH_1_TPTP20R	HECTOR_WATCH_1_TP20R
TP_SDA	18.00	-7.00	0.00	HECTOR_WATCH_1_TPTP20R	HECTOR_WATCH_1_TP20R
TP_SWDCLK	15.00	-8.50	0.00	HECTOR_WATCH_1_TPTP20R	HECTOR_WATCH_1_TP20R
TP_SWDIO	16.00	-8.50	0.00	HECTOR_WATCH_1_TPTP20R	HECTOR_WATCH_1_TP20R
TP_SWO	17.00	-8.50	0.00	HECTOR_WATCH_1_TPTP20R	HECTOR_WATCH_1_TP20R
TP_VBAT	16.00	-10.00	0.00	HECTOR_WATCH_1_TPTP20R	HECTOR_WATCH_1_TP20R
TP_VREG	16.00	-7.00	0.00	HECTOR_WATCH_1_TPTP20R	HECTOR_WATCH_1_TP20R
U$1	5.00	4.00	0.00	NORDIC_NRF_4_NRF52840_QF	NORDIC_NRF_4_AQFN50P700X700X85_HS-74N
U3	-8.00	-3.00	0.00	MAX17048G+T10	ESP32_C6_LIBRARY_SON50P200X200X80-9N
X1	9.50	6.50	0.00	32MHz	NORDIC_NRF_BT-XTAL_2016_N
X2	9.50	1.50	0.00	32.768kHz	NORDIC_NRF_1_XTAL_3215_N
